Time;Channel A;Channel B
(ms);(V);(V)

8,06660846;4,95376400;2,88430400
8,10756846;4,95376400;2,88430400
8,14852846;5,04379400;2,88430400
8,18948846;4,95376400;2,83990000
8,23044846;4,95376400;2,88430400
8,27140846;4,95376400;2,88430400
8,31236846;4,95376400;2,88430400
8,35332846;4,95376400;2,88430400
8,39428846;4,95376400;2,88430400
8,43524846;4,95376400;2,88430400
8,47620846;4,95376400;2,83990000
8,51716846;5,04379400;2,83990000
8,55812846;4,95376400;2,88430400
8,59908846;4,95376400;2,88430400
8,64004846;4,95376400;2,88430400
8,68100846;5,04379400;2,88430400
8,72196846;4,95376400;2,88430400
8,76292846;4,95376400;2,83990000
